Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj1_Feature8_numeric,Obj1_Feature9_binary,Obj1_Feature10_nominal,Obj1_Feature11_ordinal,Obj1_Feature12_numeric,Obj1_Feature13_binary,Obj1_Feature14_nominal,Obj1_Feature15_ordinal,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Obj2_Feature8_numeric,Obj2_Feature9_binary,Obj2_Feature10_nominal,Obj2_Feature11_ordinal,Obj2_Feature12_numeric,Obj2_Feature13_binary,Obj2_Feature14_nominal,Obj2_Feature15_ordinal,Collision
1,C,Medium-Low,-0.1254164419645006,1,B,High,0.4439932232693643,1,B,Medium-Low,0.8017641015080564,1,B,High,0,B,Medium,0.47929843417457507,0,B,Medium,0.36546054634744596,1,A,High,0.06960448447414602,0,C,Medium,1
0,A,High,0.32109508976575923,1,A,Medium-High,-1.6457864804680138,0,A,Low,1.2786221612811348,1,B,Medium-High,0,A,Medium-High,0.6777917871736344,1,C,Medium-High,-0.15485633910131005,0,C,Medium-Low,0.3195991688144605,0,C,Medium,1
1,A,Low,-1.3359870234265268,1,C,Medium-Low,0.8073452450439411,1,B,High,0.7370845019570211,1,B,Medium-High,0,C,High,0.7755354347114601,0,A,Medium-Low,-1.4420784891784888,1,B,Medium,-0.33903223628742585,1,B,Low,0
0,B,Low,3.3594672177632727,1,A,Medium,0.5083271327170459,0,A,High,-0.37172301309516853,1,A,Low,1,B,Medium-High,1.2339567873180397,0,C,High,1.0909194201082226,0,B,Medium-Low,1.9333490382850904,0,B,Medium-Low,1
0,C,Medium-High,1.3705034775031253,1,C,Medium,-0.02395644358897334,1,C,Medium-High,0.035782691760386814,0,B,Medium-Low,1,A,Medium-Low,0.6177217448888656,0,C,Medium-Low,-0.8099795483966437,1,B,Medium,-1.6819841288759092,0,C,Medium-High,0
0,A,High,-0.3002868516659285,1,B,High,0.8097260641337852,0,C,Medium-High,0.15595898216948134,1,A,Medium,0,B,High,0.04970926003642498,1,C,Medium,1.4493539315349984,0,B,Low,-0.24210148576593127,0,A,Medium,1
0,B,Medium-Low,-0.37433007209300057,1,A,Medium,-1.092647326632005,0,B,Medium-Low,-0.015199036305169224,1,A,Low,1,A,Medium,1.9339146863243821,1,B,High,-1.3096805271837086,1,A,Low,0.6623578461391564,1,B,High,0
0,C,Medium,-0.7934207542501833,0,C,Medium-High,-0.6009748686772175,1,C,Medium-Low,-0.23710265431559055,1,A,Medium-High,0,B,Medium-Low,0.9723243898028113,0,C,Medium-Low,-0.6755118259867081,1,A,Medium-High,1.075175007445475,0,A,Medium-Low,0
1,A,High,0.10688426217220494,0,B,Medium-Low,-1.4983383595840793,1,A,Low,-2.202256075726643,1,B,High,1,B,High,0.6524348723195907,1,B,Low,-1.1629845728230512,0,A,Medium-Low,-0.4983613839778616,1,A,Medium,0
1,B,High,-0.04034273685773004,0,A,Medium,-1.9588638514255545,0,A,Medium-High,-1.9665128487390455,1,C,Medium,0,A,Medium-High,1.3303732441861793,0,B,High,0.15583795984691395,1,B,Medium,-1.2894141268894646,0,B,Medium,0
1,A,High,0.2689029975664985,1,C,Medium-High,1.1652848808796163,0,B,Medium,0.6588016378842135,1,B,Low,0,B,Medium-Low,-0.09655948352676201,1,A,Medium-Low,-0.4135968052183613,1,A,Medium,1.7514564101672503,1,A,Medium-High,1
1,B,Medium-Low,0.12635072711757306,0,A,Low,-0.23470172315281074,0,A,Medium,-0.2019715311079675,1,A,Medium-High,0,C,Medium,1.3012233810432068,0,B,Medium,2.3351680247447715,0,B,Medium,0.6487436269795692,0,A,High,1
0,C,Medium,1.6053841007388465,0,A,Low,-0.02043909552286914,1,C,Low,1.1354472132835507,0,A,High,0,B,Medium-Low,-0.5456794847874205,1,C,High,1.2444198060260327,0,B,Low,-0.15791819001113,1,B,Medium-High,1
1,C,Medium-Low,-0.5063138318507839,0,C,Medium-Low,-0.3654488514592676,0,B,Medium,0.1634964870562991,1,B,Medium-High,0,A,Low,-0.5265894889480296,0,A,Medium-Low,-0.4992872057996332,0,C,Medium,1.1374576114287338,1,B,Medium-Low,0
1,B,High,0.3230162607606073,0,C,Medium-Low,1.2835144920053003,1,C,High,1.2729180856449962,0,B,Medium-High,0,C,Medium-High,1.639196058602981,0,A,Medium-High,-0.8726127971380702,1,B,Medium,1.167547515508964,1,C,Low,1
0,C,Medium,-0.3279256864133263,1,B,Medium-Low,-0.9545197983528529,1,C,Medium-Low,-0.9831995884771152,1,A,Medium-High,0,A,Medium-Low,-0.33594337165562377,1,B,Low,-0.5277723141909263,0,A,Medium,-0.3972088571719454,1,A,Medium-Low,0
0,C,Medium,-1.8786130969956263,0,C,Low,1.505906245420864,0,A,Medium-High,-0.8079614385814216,0,A,Medium-High,1,A,Low,0.8855208714058808,0,A,Medium-Low,0.14421613609981626,0,C,Medium-Low,0.4688723421626449,1,A,Low,1
1,A,High,-1.0668630803681243,1,B,High,0.8252114215318384,1,A,High,0.366910258078762,1,C,Medium-High,1,B,Medium-High,1.5793940652141083,0,B,Low,-0.3348677817770308,0,A,High,1.9473606076330179,1,A,High,1
1,A,Low,-0.7704801651763885,1,C,Medium-Low,0.04296715365731535,1,C,Medium,-0.25382409476480977,1,A,High,0,B,Medium,0.020535305437219722,1,B,High,-1.227891613128033,0,C,Medium-Low,-0.980420695134653,0,C,Medium,0
1,C,Medium-High,1.9124348907860758,1,B,Medium-High,1.0367290895143144,0,B,Medium-Low,-0.653327241049674,1,C,High,0,B,Medium-Low,-0.1477028219330465,0,C,High,0.009103672724474769,1,A,Medium,0.6191401337583483,0,B,Medium,1
0,B,Low,-0.5248576784539118,1,A,Low,-1.2211748290636617,0,C,Medium-High,0.7211613688846279,0,B,Medium-High,0,B,Medium-High,-1.255257959730373,0,B,Low,-0.5498212163651417,0,C,Medium,1.6907713324520803,0,B,Medium-High,0
0,A,Medium-Low,0.24028816850324164,1,C,Medium-Low,1.0014457561015628,0,B,Medium-Low,-1.2083829857047113,1,B,Medium-High,1,B,High,-3.0613097409145924,0,A,Low,-0.17594918337766738,1,C,Medium-High,0.8490331494093029,0,C,Medium-Low,0
1,B,Medium-High,-0.009806075563886607,1,C,Medium-Low,0.8319311453684656,1,A,Low,-0.18119794216606785,1,A,Low,1,B,High,0.26992887808218075,1,A,Medium,1.0035364888483242,0,A,Medium,-0.9634413092087449,1,A,High,1
0,B,Low,-0.0019523125963286326,1,A,Medium-High,0.9186253500759971,1,A,Medium-High,1.9819107514318073,1,B,High,0,A,Medium-High,0.3090085631881646,1,C,Medium-Low,-1.0999543378802965,1,B,High,-0.8058215747697927,0,B,High,1
1,B,Medium,-0.6502209947720973,0,A,Medium,0.6458115612257107,1,C,Low,-1.2630506911324466,1,C,Medium-High,0,C,Low,-0.324970368441538,1,C,Medium-Low,-0.4493508407223015,0,B,Medium,-0.4637885475172352,0,B,Medium-High,0
0,A,Medium-Low,1.3244498795602377,1,C,Medium-High,0.7061464673805373,1,B,Medium-High,0.39504324225329807,1,B,Low,0,B,Low,0.6783841886719797,1,C,Low,-1.272833215138093,0,C,High,0.6085515909647449,1,B,Medium-High,1
1,C,Medium-Low,-0.8924008843786168,1,A,High,0.9765844050945042,1,C,Low,1.6742121238693126,0,A,High,1,C,High,-2.3186239748878292,0,B,Medium,-0.44477111114087037,1,B,Medium,-1.1295376384721134,1,C,Medium,0
0,C,Medium-High,-0.06542487187259681,1,C,Medium-High,1.1279296246091841,0,C,Medium,-0.43872691486646165,0,C,Medium-High,1,A,Medium-High,0.0374336983710753,1,A,Medium,0.6414913055794847,0,C,Medium,-0.17360850488823598,0,B,Medium-Low,1
0,C,Medium-High,-0.8064148987149293,0,C,High,-0.22501372295449157,0,C,Low,-0.6661218146516883,0,A,Low,1,C,Low,0.7724785901635648,1,C,Medium,-0.18122954413012562,0,A,Medium-High,0.7917965653677302,0,A,High,0
0,B,Low,-1.3657189356425559,1,B,Low,1.0827816504590668,0,B,Medium-High,-0.48607792024029384,0,A,Medium,1,A,Low,-2.1268809510712683,0,B,Medium-Low,-1.777327935206148,0,B,Medium-Low,1.2939271661443112,0,A,Low,0
0,C,Low,-1.0476791697743912,1,A,Low,-0.6782048551826532,0,B,High,0.9782210877332436,0,B,High,0,A,Medium-Low,-0.32034406335169635,0,A,Low,0.26530808047973536,1,A,Medium-High,0.3704160737172641,1,B,Medium-Low,0
0,C,Medium,0.6450578529398565,1,C,Low,1.629053855684473,0,A,Medium-High,0.856830430585383,0,C,Low,0,C,Medium-High,0.08853400144373051,1,B,Medium,-0.8587264205507912,0,A,High,-0.5641318629026594,1,A,Medium,1
1,A,Low,-0.895193371766576,1,B,High,1.345672647704844,1,A,Medium-Low,0.6403194708624396,1,C,Medium,1,B,Medium-Low,0.018141668882825656,0,A,Medium-High,0.8151157361660382,1,B,High,0.2834761083077303,1,B,Medium-High,1
0,B,Medium-High,0.11606681333045892,1,B,Low,0.3229166481724729,1,B,Medium-Low,1.8665965675751182,1,A,Medium,0,C,High,-0.4344492598784568,1,B,Low,-0.31832105281710565,1,B,Medium-High,0.8025882329407106,0,C,High,1
0,A,Medium,0.38956855444150296,1,B,Low,-1.191477235637747,0,B,Medium-High,-0.9552775033623934,1,C,High,1,B,Medium,0.3305061215132105,0,C,High,1.2414648881938548,0,C,Medium-High,1.9853378298710243,0,B,Medium,1
1,B,Low,-0.16636987607786896,1,A,Medium,1.240095932459017,1,C,Low,0.17898390722851173,0,A,Low,1,C,High,0.8364290894011174,1,C,Low,0.7411515862314857,0,A,Medium-High,0.5783021119280465,0,C,Low,1
1,B,Medium-Low,-2.5015633122932255,0,B,Medium-Low,-0.926310627397569,0,A,Medium-High,-0.37271615640817096,0,B,Medium,1,C,Medium-Low,-2.2748014600459103,1,C,Medium,0.8075347891365744,0,A,Medium-High,-0.5545528710607511,1,B,Medium-High,0
1,A,High,-0.19331852079142678,0,A,Medium,0.2866216572691895,1,B,Medium-Low,1.1243492737703094,1,C,High,1,C,Medium-Low,0.6283815483445212,0,C,Medium,0.8698236016680889,0,C,Medium,-0.08543952778967136,0,C,Low,1
0,B,Medium,0.8900734565696811,0,B,High,-0.22696478744921778,0,B,Medium-Low,3.1674470944559734,0,B,Medium,1,B,Medium-High,-0.7832676710262539,1,C,Medium-Low,0.256698488105361,1,C,High,1.0277610208558265,0,C,Medium-High,1
0,A,Medium-Low,1.363961890370917,1,A,Medium,1.8475734133258956,0,A,Medium-High,-0.992866655107405,1,A,Medium,0,B,Low,0.2644345783808257,1,B,High,-0.35467823776063995,0,C,Low,-0.49861372916633245,1,B,Medium-Low,1
1,A,Low,0.7471996042223219,1,C,Medium-High,-0.11772580473836992,0,A,Medium-Low,0.9526255861492,0,B,High,0,B,Low,1.1803906229892949,1,B,Medium,0.3325928732397764,1,C,Medium,-0.034049175466116056,0,B,Medium-High,1
0,B,Medium-High,0.953876968674107,1,A,High,0.05736938168453692,0,B,Low,-1.097675764237312,0,A,High,0,A,Low,0.9703600168811347,1,B,High,-0.02928944772890331,0,C,Low,-0.09001878256005189,0,B,Medium-Low,1
1,B,Medium-Low,0.8360556518515593,1,B,High,-0.46669799885422103,1,C,Medium,-1.3648501662280639,1,B,Medium-High,1,B,Medium,-0.7988969867325763,1,B,Low,1.2277601556073807,0,C,Medium-Low,0.495551777198603,0,B,Medium,0
0,B,Medium-High,-1.7529221764383616,0,A,Low,0.6334496716066516,1,B,Medium-Low,-0.1602579866174157,0,B,Medium-Low,0,A,Medium,-1.3011586476864472,1,B,High,-0.4306059773341726,0,A,Low,0.053990964435165434,1,A,High,0
0,B,High,-0.5159210411156905,0,C,High,1.246299760886905,0,A,Medium-Low,-1.7000678724763885,0,B,Medium-High,0,A,High,-1.2673577348470202,0,C,Low,-0.9674475160799815,0,B,Medium-High,0.7945081877391981,1,B,Medium,0
0,A,Medium,-0.5449094609720905,1,C,Medium-Low,-0.4672310431803747,0,B,Low,0.5579529893916526,0,A,Medium-High,0,C,Medium,1.3266253028093526,0,A,High,-1.7994544530465868,1,A,Medium-Low,1.268323625035761,0,B,Low,1
1,A,Medium-High,0.4507643981906304,0,B,Low,1.4326033014062525,0,A,High,0.0482980056572407,0,B,Low,1,B,Medium,0.6230981447250319,1,C,Medium,2.068969570617177,1,C,Medium-Low,-0.23987921404647347,1,C,Medium-High,1
0,B,Medium-Low,-1.3083136669229967,1,B,Medium,0.617179429534093,0,A,Medium-High,-0.7760870085359005,1,A,Medium,1,A,Medium-Low,-0.7479709228149464,0,A,Low,1.687883713958768,1,B,Medium,0.22793483862548405,1,C,Medium,0
0,A,High,0.5501909628370869,0,C,Medium,2.8094316859941113,1,C,Low,-0.40980500806785436,0,A,Medium-Low,1,B,Medium-Low,-1.7086476701803848,1,A,Low,1.8485375220963776,1,C,Low,-1.8547396500327973,1,C,Medium,1
0,B,Medium-High,-1.3805588071055213,0,B,Medium-Low,-0.6504195992776837,0,B,Low,-1.725243781102197,1,B,Low,0,C,Medium-Low,-0.3621040082119427,0,A,Medium,-2.2241439581948454,1,B,Medium,-0.8167627218256582,0,C,High,0
1,A,Medium-High,-0.9179254639653488,0,C,Medium-Low,0.14611921216226728,1,C,Medium,-0.3342598257016219,1,C,Medium-High,1,C,Medium-Low,-0.6248515931923547,1,B,Medium-Low,-1.2496114482202456,1,B,Low,0.6733271526875246,1,A,Low,0
0,B,Medium-Low,1.5657044951701615,0,C,Medium,-0.9864335130702794,1,B,Medium-Low,1.3595266498852419,1,A,Low,0,B,Low,1.0897194453134216,1,C,Low,0.6895766051825319,0,B,Low,-1.5638293292952992,0,C,Medium-Low,1
1,B,Medium-High,0.2117400890430464,1,B,Medium-High,0.7468468745535308,0,B,High,1.4287875007653847,0,A,Medium-High,0,A,Low,0.29775593469368905,1,C,Low,-2.3628973473535426,1,C,Low,-0.9441890030676104,1,C,Low,0
0,A,Low,1.4739601389080943,1,C,Medium-Low,-0.08337394558131471,1,B,Medium,1.2559663437676865,0,A,Medium-Low,0,B,Medium-Low,-0.6317805651878071,0,B,Medium-Low,-0.25356412805832856,0,B,Medium-High,-0.9259414378948684,0,B,Low,1
1,B,Medium,-1.2302288569145299,1,C,High,0.6440333778059975,1,B,Medium,-1.00249322239599,0,B,Low,0,A,Medium-High,0.13616654957312962,1,B,Medium-High,-0.5333410578060838,1,A,High,0.47310926602210657,1,B,Medium-High,0
1,C,Medium,0.3220972993478789,1,B,Medium-High,0.658854285406707,0,C,Medium-High,0.34606523062716843,0,A,Medium,0,A,Medium,-0.8431748594985979,0,C,Low,0.3693920837514374,1,A,Medium,-1.1377134225390324,0,B,Medium-Low,0
1,C,Medium-Low,-0.30386219859871294,1,A,Medium-High,1.305290435981706,1,C,Medium-Low,-0.23167151362925725,0,A,High,1,A,Medium-High,-0.26122392672797384,1,A,Medium-Low,-1.1964736595932415,1,A,High,1.004688294436882,0,C,High,1
1,C,Low,-0.40306584127431583,0,C,Medium,-0.5264086637699843,1,C,Medium,0.2423623141290092,0,B,Medium-High,1,B,Low,-0.8386984840822372,0,B,Low,-0.44345838436801777,0,B,Medium-Low,0.7943773918958641,1,B,Medium-Low,0
1,A,Medium,0.8805988196530367,0,A,Medium,-0.37179856395714483,0,B,Medium-High,1.1571371188770077,1,B,Medium,0,B,Medium-Low,0.8346858640453445,0,B,Medium-Low,-0.5309568367975048,0,A,Medium-High,-1.5853742655335075,1,A,High,1
0,C,Low,-0.8419232926833073,1,B,Medium-Low,0.5327748436079879,1,A,Medium,-0.3319826410052987,0,A,Medium,0,B,High,-0.06676962096607982,0,B,Low,-0.8977818602645226,1,C,Medium-High,1.543554252411478,1,C,High,0
0,A,Medium-High,-0.42829066331629523,1,B,Medium-Low,0.8177834643573074,1,B,Medium,-0.16901346013551893,1,A,Medium,1,A,Medium,-0.3129661659136385,0,C,Medium,-0.6362338580803221,1,C,High,0.5155036493666874,0,B,High,0
1,C,Medium-Low,1.180044776086342,1,B,Medium-High,-1.1017735600496705,0,C,Medium-Low,1.9930585720206841,1,C,Low,1,C,High,0.028018357744399088,0,C,High,0.6622699725276221,0,C,Medium-Low,-1.5740811845058504,0,C,Medium-Low,1
1,B,Medium-High,-0.4926943586900649,0,A,Low,-0.257347145392412,0,A,Medium-Low,0.7607455694676117,0,A,Medium,1,A,Low,0.928362954270756,0,A,Medium-Low,-0.6071125560438407,1,C,Medium-Low,-0.8170478883580206,1,C,Low,0
1,B,Medium,-1.3724941318689783,0,C,Medium-High,-0.49001844873374034,1,B,High,0.32680926993875975,0,C,Low,1,C,Medium-Low,0.3835086857098322,1,C,Medium,-1.8711735658523954,0,C,High,0.06499156475148016,0,C,Medium-High,0
1,C,Low,-0.17435468554042635,1,A,Medium,-0.6877314466413301,0,C,High,-0.24165963083708852,0,B,Medium-Low,1,B,Medium,0.30080183639632674,1,B,Low,-0.31678018481795084,1,B,Medium-High,-0.7380253458456186,1,C,Medium,0
1,A,Medium,0.5423076736800188,1,B,High,0.3691780656599876,0,A,Medium,0.5520736191324626,0,C,High,1,B,Medium-Low,-1.6068432326326079,0,B,Medium-High,-0.22044089477887063,0,B,Low,0.8357526278711561,1,C,Low,1
0,A,Medium-Low,-0.437185315207676,0,C,Low,0.23047539452080237,0,B,Medium-High,1.0963751812114393,1,B,Medium-Low,1,A,High,-1.0189573320666665,0,C,Medium,-0.23675561401749823,1,A,Medium-High,-0.1605173167635573,1,A,Low,0
1,B,High,0.6905433931957984,1,B,Medium-High,1.0895828082155616,1,B,Medium,0.600430768929739,0,A,Medium-Low,0,B,Low,0.4761892150607651,0,B,Medium-High,-0.3025506459832821,0,B,High,0.970156848891195,0,A,Medium,1
1,A,High,-1.73252192533036,0,B,High,-0.331934448315267,0,B,Medium,-0.27013048654296284,1,B,Low,1,B,Medium,0.28033556060087805,0,A,Medium-High,-0.5089142706753406,0,A,Low,0.10093847997670759,0,C,Medium,0
1,A,Medium-High,0.5935204243509248,1,A,Medium-Low,0.5658520659283952,0,C,Low,-1.0068599976262882,0,C,Medium,1,A,Medium-High,0.3056038635314241,1,A,Medium,-0.06490181998084353,0,C,Low,0.22894937707244736,0,C,High,1
0,C,High,-0.9907568465419531,0,A,Medium-Low,0.37443973791710083,0,B,Medium-Low,-0.08384884139493723,0,B,High,0,C,High,2.5057285863456644,0,C,Medium,0.7965237711373829,0,A,Medium-High,0.5916807516184439,0,A,Low,1
1,A,Medium-Low,-0.5159015645782733,0,C,Low,-0.8892612565359995,1,C,Low,-0.7314845049829706,1,A,Medium-Low,1,C,Medium,-1.201529027832771,1,A,Low,-0.4894957319701252,0,C,Low,-0.35428771853080016,1,B,Medium,0
0,A,Low,1.5695312493851363,1,A,Medium-High,-1.4941586201953014,0,C,Medium-Low,-0.07124590363944487,0,B,High,1,C,Medium,-0.7376661614016593,0,C,Medium,0.7288085880673235,0,B,Medium-High,-0.8288550246709429,1,C,Medium-Low,0
1,B,Medium-High,-0.9616202285732118,1,C,Low,-0.988576902515021,0,A,Medium-High,0.6288390352924175,1,B,Medium,1,C,Medium-High,-1.8921152425880992,1,B,Medium,0.6036190177325307,0,B,High,0.38605486963067753,0,A,Medium-High,0
0,C,Medium,-0.9933331871646848,0,A,Medium-High,1.679187594841637,0,C,Medium-High,0.9272618440972984,0,C,High,0,A,Medium-High,0.36714106935554064,1,C,Medium,0.8034719341953601,0,B,Medium-Low,0.6391139741125434,1,C,High,1
0,A,Low,-2.4555611729235434,0,A,Medium-Low,0.43902104436015876,1,C,Medium-High,0.9756134531728486,1,C,Medium,1,A,Medium-Low,-0.45356694535764036,1,B,High,-1.0233604500761961,1,B,Medium-High,1.2663167290993518,1,B,Medium-High,0
0,B,Medium-High,-0.44624043750204156,0,A,Medium-High,-1.599155882533532,1,B,Medium-High,0.9960098915910142,0,A,Low,0,A,Medium-High,1.6678350545693243,0,C,High,-0.8183925791073111,0,A,Medium,-0.77685912829845,0,B,Low,0
1,B,Medium-High,2.001600135354787,1,A,Medium-Low,-0.6591571698143923,1,B,Low,0.9240402238848137,0,A,Medium,1,C,Low,-1.5542368184567097,0,C,Medium-High,-1.5915326161462615,1,C,Medium-High,-0.9409135202382309,0,C,Medium-Low,0
1,B,Low,-1.3974682032103483,0,C,Medium-Low,1.4082349232487699,1,C,Medium,-1.103712755103653,1,A,Medium-Low,0,B,High,0.28924885969523106,0,B,Medium,0.01782553665358843,1,B,Medium-Low,-1.4812329379503468,1,B,Medium-High,0
1,B,Medium-Low,0.3313014144545119,0,C,Medium-Low,-0.11601763126585324,0,C,Medium,0.43468827033210683,0,C,Medium-Low,1,A,Medium-Low,2.0381782586089328,0,C,Medium,-1.4822663571807222,1,A,Medium,0.5312570237778956,1,C,High,1
0,A,High,-0.24670213367495059,0,B,Medium-High,-0.021993311249193417,0,B,Medium,-0.029085163837888364,0,B,Low,0,A,High,1.0371634609495948,1,B,Low,0.016047064416836305,0,C,Medium,-1.105576811347929,1,B,High,0
0,B,Low,0.10661915001429575,1,B,Medium,-0.0671555610790446,0,B,Medium-Low,-0.24166137649382138,1,C,Low,0,B,High,-0.8028367492773346,0,C,Medium-High,0.09702922377689487,1,B,High,-0.2533125568292382,0,B,Low,0
0,B,Medium,0.5093723371167812,1,C,Medium-High,1.2996400461768651,1,A,Medium-High,0.43068282695046256,0,C,Medium-Low,0,C,Medium,0.7462391091491026,0,C,High,-0.05108220184779296,1,B,Medium-Low,-1.7029580699433589,1,B,High,1
0,A,High,0.3623309586839241,0,B,High,0.7910471271576909,0,A,Medium,-0.5814023435796437,0,C,Low,0,B,Low,-0.41303445193029203,1,B,High,-1.6623175024196388,1,A,Medium,-0.06156099130107963,1,C,Medium-Low,0
1,B,Medium-High,3.685917812897229,0,B,Low,-0.46992198238606075,1,A,High,-1.1620443730260064,1,C,Medium,0,B,Medium,1.8869611451101882,1,B,Low,-1.0372835542748948,0,C,High,1.2477903473564949,1,B,Medium-Low,1
1,A,Low,-0.8289290015901107,1,B,Medium,-1.9644081287486834,1,A,High,-0.3975071160733064,0,C,Medium-Low,1,C,High,1.0711543590468204,0,C,Medium,-3.159522013594213,1,C,Medium-Low,0.8026113332378229,0,C,Medium-Low,0
0,A,Low,1.4795304854980968,1,C,Medium-High,1.3158011815573576,1,B,Medium-High,-2.6733324273544175,0,A,High,1,C,Low,-1.4922191266799827,1,C,Medium-Low,0.5613618040078642,0,B,Medium-Low,-1.5924661174251105,0,C,High,0
1,C,Low,0.8690131421409886,0,B,High,0.8371399523911451,1,A,Low,-1.1595983559336636,1,A,Low,1,C,Medium,-0.6069479385888662,0,B,High,-0.2800568997138617,1,A,Medium-High,-1.3290845206593236,1,B,Medium-Low,0
0,C,Low,1.107598301206976,1,A,Medium-Low,-1.2562137259353852,1,C,Medium-High,0.3543791141972427,0,B,Medium,0,A,High,-0.9065349027994651,1,A,Low,-0.6943175221461956,1,A,Medium-Low,0.38347788243269954,0,C,Medium-Low,0
0,B,Medium-High,-0.9425827302001863,0,A,Medium-High,1.040708200190519,1,A,Medium-High,-0.3083171045254628,1,B,Medium-Low,0,A,Medium-Low,1.7738457303557835,1,C,Low,-0.651306651402482,0,A,Medium-Low,0.8301577966484784,1,C,Medium-Low,1
0,C,Medium-High,0.6949559814427788,1,A,Low,0.2128547373921984,1,C,Medium-High,-0.3595569849062816,0,C,Medium,0,C,High,0.35113868989029035,0,C,Low,0.029962256475119742,1,B,Low,1.9781639449142596,0,A,Medium,1
1,B,High,-0.593239504708483,0,A,High,-1.8197263112654685,1,A,Medium,1.0998266181786174,0,B,Medium,1,C,High,0.3629915586052842,1,A,Low,-0.39873682565289087,0,B,Low,-0.6936892123105927,1,A,Medium-High,0
1,A,Medium,0.7878993759595836,0,B,Medium-Low,0.1753964930890822,1,C,Low,1.0690670958457758,0,B,Low,1,C,Medium,-1.1962957503739513,1,A,Medium,1.0051553954404036,1,B,High,0.32940847387954914,1,A,Medium-High,1
0,B,Medium-High,1.3449785093632893,0,B,Medium,-0.6562253179793395,1,C,High,2.4120386211955305,0,A,High,1,B,High,-0.3405742021480409,0,C,High,-1.086826510640791,1,C,High,-0.5200181421656721,1,B,Medium-High,1
1,B,Low,-0.22264732266660328,0,A,Medium-High,-0.3921410404404073,1,A,Medium-Low,0.8652155400245811,0,B,High,0,B,Low,-1.182536865327538,1,B,High,1.0861062759386553,0,A,Medium,-1.3905315237201645,0,A,Low,0
1,B,Medium-High,1.2313928104169982,1,C,Medium-High,1.520851700139928,0,A,High,0.1711248981030975,0,B,Medium-Low,0,B,Medium-High,0.5076887855263256,1,A,Medium-High,1.7250228792473574,1,C,Low,0.17155360875950537,0,B,High,1
1,A,Medium-High,-0.15161467398056852,1,C,Low,-1.1471816272291016,1,C,Medium,0.929017569171808,1,B,Low,0,C,High,1.449504269850816,0,C,Medium,0.7523855673596964,0,B,Medium-Low,-0.031110077206597746,1,A,Medium-Low,1
0,A,Medium-High,-0.9206376307400629,0,C,Medium,0.10079066907902277,0,C,Medium-Low,-1.0741116324694542,1,B,High,1,A,High,-1.089105861831276,1,B,High,0.41746053605679684,1,C,Medium,-0.758324975599875,1,C,Medium-Low,0
0,A,High,-0.9501190732008077,0,B,Low,0.6020197200096623,0,C,Medium-High,-1.0158406586741504,0,B,Medium-Low,0,C,Low,-1.7648505863746782,1,C,Low,-0.7744433154646406,0,A,Low,0.2635527818770891,0,C,Medium-Low,0
0,C,Medium,-1.4622708020092419,0,C,Medium-Low,-2.3291154628185327,0,B,Low,0.9099637246515199,0,A,Low,1,C,Medium,0.32808479982878064,1,A,High,0.659157376988202,0,C,Medium-High,-1.0077594766652753,0,C,Medium,0
1,C,Low,0.7513374642994194,1,B,Medium,-1.306160784102592,1,C,Low,-0.14779177488767145,0,C,Low,0,B,High,-0.81631390890438,0,B,Medium-Low,0.6851391028585896,0,C,Medium-Low,-1.052030445243086,0,B,High,0
0,A,Medium-High,0.3615702601067785,0,C,Low,0.43665348120089437,1,B,Medium-High,0.9641907030379284,0,B,High,0,B,Medium-High,0.6992786896792019,1,A,Medium-High,-0.5004609582062289,0,C,Medium,1.0573657240528385,1,C,High,1
1,A,Medium,-0.4986749272634429,1,B,High,-0.19967925913046275,0,C,Medium-Low,-1.4559956196620267,1,A,High,1,A,Low,-0.18961201449661783,0,B,High,-0.8133629634096795,0,B,Medium-High,0.10256581651405125,1,A,Medium-Low,0
1,B,Low,0.14663836696994678,1,B,High,0.1760942973455679,1,B,Low,-1.17963589987755,0,C,Medium,1,B,Medium-Low,0.6486817672337546,1,A,Medium,-0.0814871429247476,0,C,Medium-High,-1.7178609736628605,0,A,Medium,0
0,C,Medium,2.5968301696323937,0,B,Low,-0.9584801158906977,0,A,Medium-High,-0.9055150468359908,0,A,Medium,0,A,High,0.9186272682763357,1,B,Low,1.2797123910377095,0,A,Medium-High,-0.38650030757197357,1,A,Medium,1
0,A,Medium,0.20303701062640592,0,B,Medium-Low,0.7081194259175811,0,B,Medium,-0.3733947541986128,0,C,Low,1,A,Medium-High,-0.9195889324675767,0,A,Medium,-0.6016751343323044,1,B,Medium,-1.0014352258790302,1,B,Medium-High,0
0,A,Medium-Low,0.45289359223518116,1,A,High,-0.5949828852435814,0,C,High,1.7003021563759153,0,A,Medium-Low,1,C,Medium,0.17465900478735738,0,A,High,0.08837261204885194,1,C,Medium-High,-1.1407886723840657,0,A,Medium-High,1
1,C,Medium,-0.4736853838472942,0,B,Medium-High,-0.6944433174854725,1,B,Medium-Low,-2.016319986322287,0,C,Medium,1,A,Medium-Low,-1.8622413751652007,0,C,High,0.7467346015705554,0,C,High,0.13204476031174062,0,B,High,0
